POS_RANK,NAME,POS,NUMBER,OFF_GRADE,PASS_GRADE,RUN_GRADE,RECV_GRADE,PBLK_GRADE,RBLK_GRADE,OFF_SNAPS,PASS_SNAPS,RUN_SNAPS,RECV_SNAPS,PBLK_SNAPS,RBLK_SNAPS,AGE,RS,HEIGHT,WEIGHT,SP,COLLEGE,YEAR,R#,D#
34th of 81,Colton McKivitz,T,68,72.2,-,-,-,72.8,68.6,1062,-,-,-,645,417,29.0,A,"6'6""",301,-,W VIRGINIA,2020,5,153
7th of 81,Trent Williams,T,71,85.6,-,-,-,84.5,81.4,649,-,-,-,381,268,37.0,A,"6'5""",320,4.8,OKLAHOMA,2010,1,4
-,Austen Pleasants,T,62,49.4,-,-,-,49.3,55.7,67,-,-,-,49,18,0.0,A,"6'7""",330,-,OHIO,2020,-,-
-,Spencer Burford,T,74,57.6,-,-,-,64.0,53.0,113,-,-,-,63,50,25.0,A,"6'4""",300,-,UTSA,2022,4,-
-,Chase Lucas,CB,26,-,-,-,-,-,-,-,-,-,-,-,-,28.4,A,"5'11""",184,-,ARIZONA ST,2022,7,238
-,Tre Tomlinson,CB,00,-,-,-,-,-,-,-,-,-,-,-,-,24.6,IR,"5'8""",180,4.4,TCU,2023,6,184
-,Daijis Flowers,CB,35,60.4,51.8,-,65.7,89,31,-,58,0.0,A,"6'1""",196,-,PITT GOR,2022,-,-,,,,
-,Darrell Luter Jr.,CB,28,60.0,60.0,-,-,3,3,-,-,25.3,A,"6'0""",190,4.5,S ALABAMA,2023,5,157,,,,
-,Fabian Moreau,CB,43,63.2,77.3,-,60.5,104,21,-,83,31.3,A,"6'0""",200,4.3,UCLA,2017,3,81,,,,
-,Jakob Robinson,CB,49,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,"5'11""",170,-,BYU,2025,-,-
-,Upton Stout,CB,20,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,"5'9""",182,-,W KENTUCKY,2025,3,100
-,Siran Neal,CB,33,53.9,41.8,56.9,60.1,59,24,2,33,31.0,A,"6'0""",206,4.6,JVILLE ST,2018,5,154,,,,
36th of 116,Renardo Green,CB,0,69.2,46.9,-,74.3,675,266,-,389,24.7,A,"6'0""",186,-,FLORIDA ST,2024,2,64,,,,
-,Tre Brown,CB,22,53.5,71.7,56.2,53.5,290,96,1,193,27.9,IR,"5'10""",186,-,OKLAHOMA,2021,4,138,,,,
49th of 116,Deommodore Lenoir,CB,2,66.5,64.7,43.1,70.8,622,388,18,516,25.8,A,"5'10""",200,-,OREGON,2021,5,172,,,,
-,Jaylen Mahoney,S,38,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,"5'11""",200,-,VANDERBILT,2024,-,-
-,Derrick Canteen,S,40,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,"5'11""",197,-,CINCINNATI,2025,-,-
50th of 98,Ji'Ayir Brown,S,27,64.8,53.6,48.0,69.5,886,391,13,482,25.5,A,"5'11""",202,4.7,PENN STATE,2023,3,87,,,,
-,Marques Sigle,S,36,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,"6'0""",197,-,KANSAS ST,2025,5,162
52nd of 98,Malik Mustapha,S,6,63.9,66.3,72.1,60.1,755,338,8,409,23.1,APUP,"5'11""",207,-,WAKE,2024,4,124,,,,
78th of 98,Jason Pinnock,S,25,54.5,59.5,92.3,45.5,976,407,18,551,26.1,A,"6'0""",205,-,PITTSBURGH,2021,5,175,,,,
-,Richie Grant,S,24,37.7,49.2,56.9,42.5,165,37,8,120,27.7,A,"6'0""",200,-,UCF,2021,2,40,,,,
-,Chazz Surratt,LB,46,72.7,62.1,64.9,76.7,137,75,13,49,28.5,A,"6'2""",233,-,N CAROLINA,2021,3,79,,,,
38th of 84,Dee Winters,LB,53,66.4,51.2,48.2,80.0,398,202,16,180,24.8,A,"5'11""",227,4.5,TCU,2023,6,218,,,,
-,Stone Blanton,LB,50,-,-,-,-,-,-,-,-,-,-,-,-,0.0,A,"6'2""",230,-,MISS STATE,2025,-,-
-,Nickolas Martin,LB,45,-,-,-,-,-,-,-,-,-,-,-,-,22.8,A,"5'11""",220,-,OKLA STATE,2025,3,69
-,Tatum Bethune,LB,48,72.9,57.5,66.0,76.0,52,28,1,23,0.0,A,"6'1""",230,-,FLORIDA ST,2024,7,252,,,,
-,Luke Gifford,LB,57,60.2,52.2,55.1,66.7,203,91,11,101,29.9,A,"6'3""",243,-,NEBRASKA,2019,-,-,,,,
-,Curtis Robinson,LB,59,61.6,60.0,-,-,1,1,-,-,0.0,A,"6'3""",235,-,STANFORD,2021,-,-,,,,
