player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Uchenna Nwosu,50084,ED,SEA,6,17,0,29,0,-2.5,100.0,14.0,3.0,3.0,0,0,0.0,28.4,0,24,,0,0,118.8,2,6,35.3,43,1,0,2,0,36,41,6.0,18.0,0,0,0.5,100.0,13.2,4.5,4.5,0,0,0.0,73.6,0,9,0.0,0,0,89.6,2,9,52.9,68,1,3,2,0,11,10,1.2,5.5
John Franklin-Myers,50088,DI,DEN,17,5,0,10,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,120,3,1,0,0,0,0,,,0,1,,,2.6,,,0,0,,67.5,0,,40.0,2,0,0.0,0,5,100.0,191,5,2,0,0,0,0,0.0,
Josh Sweat,50120,ED,PHI,16,34,0,24,0,2.0,0.0,1.8,,2.0,0,0,0.0,61.0,0,,,0,0,39.6,0,2,5.9,113,0,0,1,0,0,0,0.0,,0,1,,,11.9,,,0,0,,71.5,0,,0.0,0,0,0.0,0,27,79.4,227,6,1,0,0,0,0,0.0,
Lorenzo Carter,50126,ED,ATL,13,70,0,2,0,,,9.7,,,0,0,,62.7,0,,,0,0,0.0,0,3,4.3,31,0,0,0,0,0,0,0.0,,0,1,2.2,88.9,39.8,6.3,5.6,0,0,0.0,43.6,0,37,7.7,1,0,104.6,8,53,75.7,133,3,11,9,0,82,66,1.6,10.3
Ogbo Okoronkwo,50130,ED,CLV,16,10,0,8,1,,,1.0,,,0,0,,48.1,0,,50.0,2,0,0.0,0,1,10.0,105,2,1,0,0,0,0,0.0,,0,3,2.0,100.0,5.4,7.0,7.0,0,0,0.0,45.6,0,9,42.9,3,0,104.2,1,8,80.0,148,2,1,1,0,9,7,1.3,9.0
Jacob Martin,50152,ED,CHI,11,8,0,6,0,,,8.3,,,0,0,,61.1,0,,,0,0,0.0,0,2,25.0,24,1,0,0,0,0,0,0.0,,0,0,2.0,50.0,6.3,6.0,3.0,0,1,50.0,51.0,0,6,,0,0,56.3,1,6,75.0,96,1,0,2,0,6,7,1.0,6.0
Malcolm Roach,50191,DI,DEN,17,7,0,10,0,,,1.1,,,0,0,,73.5,0,,0.0,0,0,0.0,0,1,14.3,88,0,1,0,0,0,0,0.0,,0,1,16.0,0.0,3.1,,5.0,0,1,100.0,57.6,0,,50.0,3,1,39.6,0,5,71.4,159,2,2,1,0,0,0,0.0,
Arden Key,50201,ED,TEN,16,24,0,31,0,,,4.8,,,0,0,,74.3,0,,33.3,1,0,0.0,0,5,20.8,104,2,2,0,0,0,0,0.0,,0,0,10.0,100.0,6.7,7.5,7.5,0,0,0.0,53.0,0,31,33.3,1,0,118.8,2,17,70.8,255,8,2,2,0,35,15,2.3,17.5
Oren Burks,50203,LB,PHI,7,79,0,24,0,,,83.3,,,0,0,,64.2,0,,,0,0,0.0,0,5,6.3,6,0,0,0,0,0,0,0.0,,0,1,2.1,90.0,91.7,4.9,4.4,0,1,10.0,37.6,0,19,37.5,3,1,99.2,9,44,55.7,48,0,4,10,0,78,60,1.8,8.7
Josh Hines-Allen,50235,ED,JAX,16,19,0,15,1,-1.0,100.0,5.0,9.0,9.0,0,0,0.0,62.5,0,16,0.0,0,0,158.3,1,10,52.6,199,3,1,1,1,16,17,1.8,16.0,0,0,,,2.0,,,0,0,,63.2,0,,25.0,1,0,0.0,0,5,26.3,255,5,3,0,0,0,0,0.0,
Marquis Haynes Sr.,50244,ED,CAR,2,1,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,61.4,0,,0.0,0,0,0.0,0,1,100.0,9,0,1,0,0,0,0,0.0,
Marcus Davenport,50291,ED,DET,2,2,0,11,0,,,0.0,,,0,0,,,0,,100.0,1,0,0.0,0,0,0.0,33,0,0,0,0,0,0,,,0,0,,,4.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,25,0,0,0,0,0,0,0.0,
Christian Wilkins,50293,DI,LV,5,7,0,23,0,,,10.6,,,0,0,,60.2,0,,100.0,1,0,0.0,0,5,71.4,47,0,0,0,0,0,0,0.0,,0,0,,,1.2,,,0,0,,52.6,0,,0.0,0,0,0.0,0,1,14.3,83,4,2,0,0,0,0,0.0,
Nik Needham,50356,CB,MIA,1,1,0,17,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Isaiah Oliver,50393,S,NYJ,17,345,0,22,0,10.4,75.0,99.2,8.6,6.4,0,1,6.3,61.7,0,37,0.0,0,1,125.0,12,120,34.8,121,2,11,16,1,152,59,1.5,12.7,0,1,7.3,76.0,89.6,7.9,6.0,1,1,4.0,60.9,0,69,4.8,1,1,121.2,19,164,47.5,183,8,19,25,1,255,182,1.7,13.4
Jeremy Reaves,50406,S,WAS,2,1,0,32,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,-2.0,100.0,100.0,1.0,1.0,0,0,0.0,54.1,0,16,100.0,1,0,118.8,1,1,100.0,1,0,0,1,0,16,18,16.0,16.0
Juan Thornhill,50426,S,CLV,11,249,0,8,0,0.3,100.0,100.0,27.3,27.3,0,0,0.0,72.7,0,13,16.7,2,0,104.2,3,88,35.3,88,1,10,3,0,27,26,0.3,9.0,0,1,10.1,66.7,99.3,13.0,8.7,0,3,20.0,54.8,0,71,26.7,4,3,144.2,10,136,54.6,137,3,10,15,2,169,108,1.3,16.9
Jalen Davis,50431,CB,CIN,2,33,0,7,0,22.0,0.0,90.0,,3.5,0,0,0.0,32.0,0,,,0,0,39.6,0,9,27.3,10,0,0,2,0,0,0,0.0,,0,3,13.7,66.7,81.0,8.0,5.3,0,0,0.0,69.3,0,12,0.0,0,0,84.0,2,17,51.5,21,0,2,3,0,19,1,1.2,9.5
Mike Jackson,50437,CB,CAR,17,637,0,5,1,15.7,65.0,100.0,9.9,6.5,0,2,10.0,42.2,0,38,0.0,0,2,132.7,13,140,22.0,140,0,10,20,2,207,49,1.6,15.9,0,3,10.3,67.3,99.7,9.9,6.7,2,9,17.3,65.7,2,42,13.5,5,7,81.7,35,377,59.2,378,5,29,52,1,413,148,1.2,11.8
Amani Oruwariye,50533,CB,DAL,6,183,0,9,1,15.8,66.7,100.0,5.5,3.7,0,1,6.7,41.6,0,83,10.0,1,1,149.3,10,59,32.2,59,1,8,15,2,237,97,4.3,23.7,0,0,5.8,100.0,100.0,10.4,10.4,0,0,0.0,74.0,0,19,7.1,1,0,99.6,10,105,57.4,105,6,13,10,0,79,21,0.8,7.9
Mike Ford,50535,CB,CLV,5,31,0,8,0,9.4,100.0,100.0,3.4,3.4,0,0,0.0,30.0,0,20,60.0,3,0,118.8,5,17,54.8,17,0,2,5,0,76,29,4.5,15.2,0,0,8.0,50.0,100.0,12.0,6.0,0,0,0.0,30.6,0,7,,0,0,97.9,1,12,38.7,12,0,0,2,1,7,0,0.6,7.0
Avonte Maddox,50543,CB,PHI,15,219,0,24,0,11.1,62.5,98.2,8.8,5.5,0,0,0.0,36.2,0,28,16.7,1,0,128.6,5,54,24.7,55,0,5,8,1,67,39,1.5,13.4,0,1,6.6,36.4,98.0,24.3,8.8,0,1,9.1,60.4,0,19,0.0,0,1,46.0,4,99,45.2,101,2,3,11,0,36,24,0.4,9.0
Byron Cowart,50588,DI,CHI,15,1,0,6,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,21,0,0,0,0,0,0,,,0,0,0.0,100.0,0.8,1.0,1.0,0,0,0.0,58.7,0,23,100.0,1,0,118.8,1,1,100.0,127,3,0,1,0,23,23,23.0,23.0
Charles Omenihu,50612,ED,KC,6,4,0,16,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,42,1,1,0,0,0,0,,,0,0,,,3.1,,,0,0,,61.8,0,,100.0,1,0,0.0,0,3,75.0,97,1,0,0,0,0,0,0.0,
Luke Gifford,50675,LB,TEN,5,101,0,31,0,-5.0,0.0,81.8,,27.0,0,0,0.0,70.7,0,,,0,0,39.6,0,27,26.7,33,0,0,1,0,0,0,0.0,,0,2,3.0,90.0,92.1,6.0,5.4,0,1,10.0,63.6,1,21,0.0,0,1,68.8,9,58,57.4,63,3,7,10,0,100,74,1.9,11.1
Josey Jewell,50720,LB,CAR,12,390,0,5,2,-1.4,40.0,81.0,37.0,14.8,0,0,0.0,86.8,1,4,25.0,1,0,47.9,2,81,20.8,100,2,1,5,1,2,5,0.0,1.0,0,6,4.9,81.3,92.2,8.0,6.5,0,2,6.3,45.9,0,28,4.3,1,2,103.6,26,226,57.9,245,6,16,32,0,284,162,1.4,10.9
Cody Barton,50727,LB,DEN,17,610,0,10,3,2.3,90.9,71.1,14.6,13.3,0,0,0.0,71.5,1,38,7.1,1,0,97.0,10,162,26.6,228,2,10,11,1,100,76,0.7,10.0,0,5,5.2,90.6,92.3,11.5,10.4,1,2,6.3,54.2,0,28,8.8,3,2,103.9,29,350,57.4,379,13,26,32,0,286,183,0.9,9.9
Jordyn Brooks,50851,LB,MIA,17,569,0,17,2,4.5,60.0,78.1,18.5,11.1,0,0,0.0,67.1,0,63,12.5,1,0,132.1,6,118,20.7,151,4,5,10,2,97,71,0.9,16.2,0,10,4.5,73.8,90.1,7.3,5.4,0,5,7.7,49.6,0,49,15.8,9,3,96.1,48,365,64.1,405,14,38,65,0,507,321,1.5,10.6
Roquan Smith,50892,LB,BLT,16,595,0,3,1,0.8,75.0,76.7,24.7,18.5,0,0,0.0,63.5,0,18,11.1,1,0,97.9,6,165,27.7,215,6,7,8,0,64,68,0.4,10.7,0,7,5.5,79.5,89.7,10.1,8.0,0,2,5.1,55.6,1,26,6.3,3,2,92.2,31,330,55.5,368,13,38,39,0,339,187,1.1,10.9
Tremaine Edmunds,50905,LB,CHI,17,539,0,6,1,1.7,100.0,73.6,9.1,9.1,0,0,0.0,66.2,0,23,0.0,0,0,113.7,7,67,12.4,91,3,3,7,0,79,67,1.2,11.3,0,9,6.3,76.4,94.7,9.6,7.4,1,4,7.3,48.7,0,32,2.5,1,3,99.8,42,425,78.8,449,10,30,55,0,450,251,1.1,10.7
Robert Spillane,50918,LB,LV,17,585,0,23,0,1.0,55.6,67.3,25.2,14.0,1,2,22.2,69.4,1,37,0.0,0,2,36.1,5,134,22.9,199,4,7,9,0,59,71,0.5,11.8,0,13,6.5,87.5,96.4,8.4,7.3,1,2,4.2,47.7,1,27,11.8,6,2,97.0,42,376,64.3,390,10,32,48,0,449,203,1.3,10.7
Bobby Okereke,50954,LB,NYG,12,386,0,21,2,-0.7,66.7,82.4,52.0,34.7,0,1,33.3,75.5,0,16,0.0,0,1,84.0,2,112,29.0,136,5,4,3,0,19,19,0.2,9.5,0,9,2.4,83.8,96.6,7.1,5.9,0,0,0.0,58.8,0,17,6.7,2,0,94.6,31,225,58.3,233,8,19,37,0,248,187,1.1,8.0
Ja'Whaun Bentley,50966,LB,NE,2,39,0,19,0,,,72.2,,,0,0,,54.6,0,,0.0,0,0,0.0,0,13,33.3,18,1,1,0,0,0,0,0.0,,0,2,6.8,100.0,92.3,4.0,4.0,0,0,0.0,63.2,0,28,0.0,0,0,109.0,6,24,61.5,26,1,4,6,0,61,20,2.5,10.2
Frankie Luvu,51028,LB,WAS,17,384,0,32,2,2.8,60.0,36.1,22.0,13.2,1,0,0.0,57.8,0,26,22.2,2,0,87.1,3,75,19.5,208,7,5,5,0,42,46,0.6,14.0,0,7,5.5,72.0,73.6,12.9,9.3,1,2,8.0,67.7,1,32,15.4,4,2,86.4,18,243,63.3,330,8,15,25,1,166,75,0.7,9.2
Tyrel Dodson,51045,LB,MIA,14,455,0,17,2,0.5,75.0,79.7,32.7,24.5,0,0,0.0,75.3,0,10,12.5,1,0,80.2,3,106,23.3,133,3,5,4,0,15,18,0.2,5.0,0,3,3.9,79.4,89.9,9.5,7.5,1,2,5.9,80.6,3,43,5.4,2,2,64.7,27,267,58.7,297,11,32,34,0,284,212,1.1,10.5
Jahlani Tavai,51055,LB,NE,17,384,0,19,2,2.3,72.7,71.5,14.4,10.5,0,2,18.2,66.0,0,24,11.1,1,2,120.6,8,128,33.3,179,4,6,11,1,73,59,0.6,9.1,0,7,5.8,83.7,88.4,5.9,5.0,0,2,4.7,31.2,1,38,17.6,6,2,101.8,36,222,57.8,251,6,21,43,1,383,216,1.8,10.6
Julian Love,51081,S,SEA,17,658,0,29,1,6.0,64.7,95.9,15.9,10.3,0,3,17.6,63.4,0,18,7.1,1,3,111.6,11,187,28.4,195,4,12,17,2,67,37,0.4,6.1,0,2,5.9,63.6,98.6,16.4,10.4,0,4,12.1,82.6,3,39,9.7,3,4,51.7,21,361,54.9,366,8,26,33,1,193,113,0.6,9.2
Ben Niemann,51099,LB,DET,11,72,0,11,0,-2.0,100.0,57.6,9.5,9.5,0,0,0.0,77.2,0,36,0.0,0,0,118.8,2,19,26.4,33,1,1,2,0,39,43,2.1,19.5,0,1,2.6,100.0,84.5,5.6,5.6,0,0,0.0,32.4,0,39,0.0,0,0,114.1,8,49,68.1,58,0,5,8,0,91,70,2.0,11.4
Marcelino McCrary-Ball,51112,LB,NYJ,1,1,0,22,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Taylor Rapp,51172,S,BUF,14,471,0,4,1,8.7,66.7,99.0,43.5,29.0,0,1,33.3,53.1,0,11,0.0,0,1,75.7,2,97,20.6,98,1,5,3,0,13,11,0.1,6.5,0,4,10.6,72.7,98.2,33.0,24.0,0,1,9.1,49.2,1,48,0.0,0,1,102.5,8,276,58.6,281,2,14,11,1,125,62,0.5,15.6
P.J. Locke,51189,S,DEN,15,652,0,10,2,8.3,75.0,95.3,22.4,16.8,1,0,0.0,55.3,0,57,11.8,2,0,138.9,9,221,33.9,232,4,13,12,2,100,46,0.5,11.1,0,4,7.1,73.7,95.3,22.9,16.8,0,2,10.5,61.1,0,22,3.6,1,2,107.1,14,341,52.3,358,6,23,19,1,119,44,0.4,8.5
Minkah Fitzpatrick,51206,S,PIT,17,674,0,25,3,5.3,84.6,97.4,18.2,15.4,0,0,0.0,60.4,1,14,11.8,2,0,100.5,11,226,33.5,232,2,12,13,2,82,40,0.4,7.5,0,8,9.7,76.9,99.5,18.1,13.9,0,1,3.8,64.0,0,48,4.7,2,1,150.8,20,377,55.9,379,7,33,26,3,288,121,0.8,14.4
Fred Warner,51222,LB,SF,17,528,0,28,0,1.1,75.0,78.6,16.0,12.0,0,2,25.0,93.5,0,10,18.2,2,1,116.7,6,103,19.5,131,5,9,8,1,12,25,0.1,2.0,0,8,4.8,87.2,97.6,8.5,7.4,0,2,4.3,69.5,2,25,12.0,6,2,88.8,41,361,68.4,370,15,36,47,1,370,237,1.1,9.0
Drue Tranquill,51276,LB,KC,16,374,0,16,0,4.2,66.7,62.1,19.3,12.8,0,1,16.7,63.4,0,14,33.3,1,1,128.5,4,82,21.9,132,2,2,6,1,45,36,0.6,11.3,0,6,4.5,78.1,82.5,8.2,6.4,0,1,3.1,62.4,0,15,0.0,0,0,91.1,25,217,58.0,263,7,25,32,0,188,119,0.9,7.5
Mike Edwards,51282,S,TB,7,139,0,30,0,,,96.0,,,0,0,,67.0,0,,0.0,0,0,0.0,0,24,17.3,25,0,2,0,0,0,0,0.0,,0,1,13.6,60.0,95.3,32.0,19.2,1,1,20.0,63.2,0,20,0.0,0,1,131.7,3,101,72.7,106,1,2,5,1,48,6,0.5,16.0
Kristian Welch,51283,LB,BLT,5,12,0,3,0,,,100.0,,,0,0,,63.5,0,,,0,0,0.0,0,4,33.3,4,0,0,0,0,0,0,0.0,,0,0,-0.3,100.0,100.0,1.3,1.3,0,0,0.0,34.5,0,12,0.0,0,0,94.4,3,6,50.0,6,0,2,3,0,20,21,5.0,6.7
Terrell Edmunds,51334,S,PIT,6,56,0,25,0,4.0,0.0,85.7,,11.0,0,0,0.0,65.7,0,,,0,0,39.6,0,12,21.4,14,0,0,1,0,0,0,0.0,,0,0,5.3,66.7,97.4,18.5,12.3,0,0,0.0,61.7,0,25,0.0,0,0,102.1,2,37,66.1,38,0,2,3,0,32,13,0.9,16.0
Will Harris,51336,S,NO,13,508,0,20,1,8.4,54.5,89.2,23.3,12.7,0,3,27.3,61.4,0,22,16.7,2,2,76.3,6,149,29.3,167,3,9,11,0,76,39,0.5,12.7,0,3,9.7,62.1,96.6,16.7,10.4,0,2,6.9,59.7,1,30,17.2,5,1,88.0,18,314,61.8,325,8,21,29,2,178,69,0.6,9.9
Derwin James Jr.,51368,S,LAC,16,556,0,27,2,7.0,83.3,86.0,18.6,15.5,0,0,0.0,65.3,0,15,12.5,1,0,128.5,5,104,18.7,121,2,5,6,1,32,2,0.3,6.4,0,4,5.7,79.5,86.6,9.2,7.3,1,2,4.5,72.8,1,55,11.4,4,1,95.8,35,343,61.7,396,15,27,44,1,328,169,1.0,9.4
Amani Hooker,51378,S,TEN,14,469,0,31,0,5.6,68.8,97.1,8.7,6.0,0,0,0.0,45.5,0,27,20.0,2,0,127.9,11,102,21.7,105,1,8,16,3,111,66,1.2,10.1,0,2,7.0,63.2,98.0,22.6,14.3,0,2,10.5,78.2,4,20,6.7,1,2,36.8,12,288,61.4,294,2,12,19,0,99,82,0.4,8.3
Marcus Epps,51391,S,LV,3,103,0,23,0,8.4,80.0,95.0,9.0,7.2,0,0,0.0,49.3,0,19,42.9,3,0,110.8,4,38,36.9,40,1,4,5,0,53,26,1.5,13.3,0,1,6.9,100.0,95.9,6.3,6.3,0,0,0.0,51.2,0,23,22.2,2,0,108.3,7,47,45.6,49,2,6,7,0,70,22,1.6,10.0
Jaylinn Hawkins,51423,S,NE,16,337,0,19,2,4.8,50.0,92.6,68.0,34.0,1,0,0.0,62.2,0,4,0.0,0,0,95.8,2,151,44.8,163,0,1,4,2,6,1,0.0,3.0,0,1,8.2,84.6,96.3,13.9,11.8,0,1,7.7,53.5,0,22,18.8,3,1,108.3,11,158,46.9,164,1,12,13,0,130,42,0.8,11.8
Kaden Elliss,51485,LB,ATL,17,522,0,2,0,7.3,75.0,52.7,21.7,16.3,0,0,0.0,64.1,0,8,16.7,1,0,77.1,3,69,13.2,131,2,5,4,0,7,7,0.1,2.3,0,10,6.7,73.8,80.2,9.4,7.0,0,2,4.8,58.5,1,48,11.3,6,2,107.0,31,307,58.8,383,18,37,42,2,378,172,1.3,12.2
J.T. Gray,51495,S,NO,6,29,0,20,0,,,90.0,,,0,0,,54.2,0,,50.0,1,0,0.0,0,9,31.0,10,0,1,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,57.1,0,,50.0,1,0,0.0,0,19,65.5,19,0,1,0,0,0,0,0.0,
Dre Greenlaw,51503,LB,SF,2,16,0,28,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,6.3,1,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,100.0,7.0,7.0,0,0,0.0,62.9,0,8,0.0,0,0,91.7,2,14,87.5,14,1,2,2,0,12,11,0.9,6.0
Kenny Moore II,51596,CB,IND,15,536,0,14,0,14.6,61.5,92.6,8.6,5.3,0,1,7.7,49.7,0,34,0.0,0,1,99.5,8,75,14.0,81,3,5,13,1,64,13,0.9,8.0,0,6,4.6,71.4,96.1,9.3,6.6,0,2,3.6,70.7,2,59,22.2,10,2,92.4,40,391,72.9,407,13,29,56,3,374,262,1.0,9.4
Nicholas Morrow,51674,LB,BUF,4,25,0,4,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.0,1,0,0,0,0,0,0,0.0,,0,1,10.5,100.0,100.0,6.5,6.5,0,0,0.0,43.5,0,26,0.0,0,0,118.8,2,13,52.0,13,0,0,2,0,35,14,2.7,17.5
Claudin Cherelus,52094,LB,CAR,4,68,0,5,0,,,72.7,,,0,0,,55.9,0,,100.0,1,0,0.0,0,8,11.8,11,0,0,0,0,0,0,0.0,,0,2,8.3,75.0,96.2,15.3,11.5,0,0,0.0,55.3,0,19,20.0,1,0,112.5,3,50,73.5,52,0,2,4,0,46,17,1.0,15.3
Paulson Adebo,52280,CB,NO,7,281,0,20,0,11.8,50.0,100.0,5.1,2.6,0,9,30.0,38.0,2,65,0.0,0,7,63.1,15,85,30.2,85,2,10,30,1,259,127,3.4,17.3,0,1,10.4,73.9,100.0,9.4,6.9,0,1,4.3,76.4,0,36,4.5,1,0,92.1,17,168,59.8,168,6,20,23,0,157,43,1.0,9.2
Ivan Pace Jr.,53587,LB,MIN,11,165,0,18,0,,,47.1,,,0,0,,64.1,0,,,0,0,0.0,0,8,4.8,17,0,0,0,0,0,0,0.0,,0,6,4.7,79.2,71.1,6.7,5.3,0,0,0.0,34.9,1,35,25.0,6,0,92.5,19,138,83.6,194,8,12,24,0,249,136,2.0,13.1
Carrington Valentine,53750,CB,GB,13,345,0,12,0,7.2,80.0,100.0,16.0,12.8,0,0,0.0,72.9,1,17,0.0,0,0,58.8,4,71,20.6,71,1,3,5,0,38,19,0.6,9.5,0,2,6.8,76.5,100.0,16.2,12.4,0,3,17.6,74.7,1,31,16.7,2,3,84.4,13,221,64.1,221,2,8,17,0,176,121,0.8,13.5
C.J. Brewer,54409,DI,TB,12,3,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,10,0,0,0,0,0,0,,,0,0,,,2.4,,,0,0,,55.7,0,,33.3,1,0,0.0,0,2,66.7,84,1,2,0,0,0,0,0.0,
Tarron Jackson,54410,ED,CAR,3,1,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,100.0,1,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
Darrick Forrest,55087,S,WAS,5,42,0,32,1,1.0,100.0,91.7,9.0,9.0,0,0,0.0,56.2,0,1,50.0,1,0,118.8,1,11,26.2,12,0,0,1,1,1,0,0.1,1.0,0,1,5.5,100.0,100.0,13.0,13.0,0,0,0.0,65.1,0,9,16.7,1,0,91.7,2,27,64.3,27,1,4,2,0,12,1,0.5,6.0
Coby Bryant,55088,S,SEA,15,494,0,29,0,9.8,100.0,97.2,14.3,14.3,1,2,22.2,62.2,1,41,11.8,2,2,116.2,9,140,28.3,144,3,15,9,1,116,28,0.9,12.9,0,4,10.5,73.3,99.3,24.1,17.7,0,0,0.0,66.9,2,23,10.0,3,0,50.6,11,281,56.9,283,7,23,15,0,97,29,0.4,8.8
Boye Mafe,55220,ED,SEA,15,61,0,29,0,,,10.2,,,0,0,,77.4,0,,66.7,2,0,0.0,0,12,19.7,118,1,1,0,0,0,0,0.0,,0,1,4.0,75.0,17.9,6.2,4.6,0,1,12.5,68.7,0,15,50.0,4,1,85.9,6,40,65.6,223,9,3,8,0,41,33,1.1,6.8
Esezi Otomewo,55221,DI,JAX,4,2,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,,0,1,,,6.9,,,0,0,,59.8,0,,0.0,0,0,0.0,0,2,100.0,29,0,0,0,0,0,0,0.0,
Mark Robinson,55265,LB,PIT,2,4,0,25,0,,,75.0,,,0,0,,61.7,0,,,0,0,0.0,0,3,75.0,4,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,
Kalia Davis,55389,DI,SF,13,1,0,28,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,,0,0,,,1.2,,,0,0,,67.3,1,,0.0,0,0,0.0,0,1,100.0,84,1,2,0,0,0,0,0.0,
Ja'Sir Taylor,55426,CB,LAC,14,271,0,27,0,8.6,71.4,97.0,11.8,8.4,0,1,14.3,57.1,0,26,33.3,1,1,151.2,5,64,23.6,66,0,2,7,1,84,27,1.4,16.8,0,3,6.9,69.2,94.6,16.6,11.5,0,2,15.4,70.1,0,41,20.0,3,2,122.6,9,157,57.9,166,4,9,13,1,116,46,0.8,12.9
Elijah Hicks,55584,S,CHI,8,206,0,6,1,6.0,100.0,100.0,33.0,33.0,0,0,0.0,58.1,0,6,25.0,1,0,91.7,1,34,16.5,34,0,2,1,0,6,0,0.2,6.0,0,4,23.6,60.0,100.0,48.3,29.0,0,1,20.0,61.0,0,21,0.0,0,1,136.7,3,150,72.8,150,1,6,5,1,54,3,0.4,18.0
A.J. Terrell,55586,CB,ATL,17,671,0,2,0,15.3,40.0,100.0,20.3,8.1,0,2,13.3,72.3,0,25,0.0,0,2,77.9,6,131,19.5,131,1,5,15,1,73,5,0.6,12.2,0,2,11.6,74.3,99.7,13.8,10.2,1,2,5.7,63.5,2,40,18.2,6,0,77.1,26,377,56.2,378,8,25,35,0,310,106,0.9,11.9
Josh Blackwell,55589,CB,CHI,6,75,0,6,0,21.0,0.0,100.0,,15.0,0,0,0.0,50.3,0,,0.0,0,0,39.6,0,15,20.0,15,0,1,1,0,0,0,0.0,,0,0,5.8,80.0,90.9,12.5,10.0,0,1,20.0,68.1,1,15,33.3,2,0,61.2,4,50,66.7,55,1,4,5,0,41,28,0.8,10.3
Marco Wilson,55592,CB,CIN,16,161,0,7,0,11.9,50.0,100.0,11.0,5.5,0,1,7.1,30.1,0,21,12.5,1,1,97.0,7,93,57.8,93,0,7,14,1,99,26,1.3,14.1,0,2,7.7,85.7,100.0,9.5,8.1,0,0,0.0,66.7,0,25,11.1,1,0,104.2,6,58,36.0,58,4,6,7,0,63,17,1.1,10.5
Lonnie Johnson Jr.,55615,S,CAR,4,7,0,5,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,19.0,100.0,100.0,4.0,4.0,0,0,0.0,38.0,0,23,,0,0,118.8,1,5,71.4,5,0,0,1,0,23,4,5.8,23.0
Amik Robertson,55619,CB,DET,17,489,0,11,1,15.5,42.9,97.2,12.2,5.2,1,6,14.3,65.5,0,47,0.0,0,4,73.8,18,245,50.1,252,10,16,42,1,283,69,1.3,15.7,0,3,4.8,82.8,97.9,7.5,6.2,0,3,10.3,50.8,0,33,15.4,4,3,106.8,24,191,39.1,195,7,19,29,0,279,201,1.6,11.6
